key_0,pokedex_number,name,date_published,generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_experience,percentage_male,Experience to level 100
140,109,Koffing,1996,1,Normal,1,Poison,,0.6,1.0,3,Levitate,Neutralizing Gas,Stench,340.0,40.0,65.0,95.0,60.0,45.0,35.0,190.0,68.0,50.0,1000000
141,110,Weezing,1996,1,Normal,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490.0,65.0,90.0,120.0,85.0,70.0,60.0,60.0,172.0,50.0,1000000
142,110,Galarian Weezing,1996,1,Normal,2,Poison,Fairy,3.0,16.0,3,Levitate,Neutralizing Gas,Misty Surge,490.0,65.0,90.0,120.0,85.0,70.0,60.0,,,,1000000
143,111,Rhyhorn,1996,1,Normal,2,Ground,Rock,1.0,115.0,3,Lightning Rod,Rock Head,Reckless,345.0,80.0,85.0,95.0,30.0,30.0,25.0,120.0,69.0,50.0,1000000
144,112,Rhydon,1996,1,Normal,2,Ground,Rock,1.9,120.0,3,Lightning Rod,Rock Head,Reckless,485.0,105.0,130.0,120.0,45.0,45.0,40.0,60.0,170.0,50.0,1250000
145,113,Chansey,1996,1,Normal,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450.0,250.0,5.0,5.0,35.0,105.0,50.0,30.0,395.0,0.0,1250000
146,114,Tangela,1996,1,Normal,1,Grass,,1.0,35.0,3,Chlorophyll,Leaf Guard,Regenerator,435.0,65.0,55.0,115.0,100.0,40.0,60.0,45.0,87.0,50.0,800000
147,115,Kangaskhan,1996,1,Normal,1,Normal,,2.2,80.0,3,Early Bird,Scrappy,Inner Focus,490.0,105.0,95.0,80.0,40.0,80.0,90.0,45.0,172.0,0.0,1000000
148,115,Mega Kangaskhan,1996,1,Normal,1,Normal,,2.2,100.0,1,Parental Bond,,,590.0,105.0,125.0,100.0,60.0,100.0,100.0,45.0,207.0,0.0,1000000
149,116,Horsea,1996,1,Normal,1,Water,,0.4,8.0,3,Swift Swim,Sniper,Damp,295.0,30.0,40.0,70.0,70.0,25.0,60.0,225.0,59.0,50.0,1000000
150,117,Seadra,1996,1,Normal,1,Water,,1.2,25.0,3,Poison Point,Sniper,Damp,440.0,55.0,65.0,95.0,95.0,45.0,85.0,75.0,154.0,50.0,1000000
151,118,Goldeen,1996,1,Normal,1,Water,,0.6,15.0,3,Swift Swim,Water Veil,Lightning Rod,320.0,45.0,67.0,60.0,35.0,50.0,63.0,225.0,64.0,50.0,1000000
152,119,Seaking,1996,1,Normal,1,Water,,1.3,39.0,3,Swift Swim,Water Veil,Lightning Rod,450.0,80.0,92.0,65.0,65.0,80.0,68.0,60.0,158.0,50.0,1000000
153,120,Staryu,1996,1,Normal,1,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340.0,30.0,45.0,55.0,70.0,55.0,85.0,225.0,68.0,,1000000
154,121,Starmie,1996,1,Normal,2,Water,Psychic,1.1,80.0,3,Illuminate,Natural Cure,Analytic,520.0,60.0,75.0,85.0,100.0,85.0,115.0,60.0,182.0,,1250000
155,122,Mr. Mime,1996,1,Normal,2,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460.0,40.0,45.0,65.0,100.0,120.0,90.0,45.0,161.0,50.0,1250000
156,122,Galarian Mr. Mime,1996,1,Normal,2,Psychic,Ice,1.4,56.8,3,Vital Spirit,Screen Cleaner,Ice Body,460.0,50.0,65.0,65.0,90.0,90.0,100.0,,,,1000000
157,123,Scyther,1996,1,Normal,2,Bug,Flying,1.5,56.0,3,Swarm,Technician,Steadfast,500.0,70.0,110.0,80.0,55.0,80.0,105.0,45.0,100.0,50.0,1000000
158,124,Jynx,1996,1,Normal,2,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455.0,65.0,50.0,35.0,115.0,95.0,95.0,45.0,159.0,0.0,1000000
159,125,Electabuzz,1996,1,Normal,1,Electric,,1.1,30.0,2,Static,,Vital Spirit,490.0,65.0,83.0,57.0,95.0,85.0,105.0,45.0,172.0,75.0,1000000
160,126,Magmar,1996,1,Normal,1,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495.0,65.0,95.0,57.0,100.0,85.0,93.0,45.0,173.0,75.0,1000000
161,127,Pinsir,1996,1,Normal,1,Bug,,1.5,55.0,3,Hyper Cutter,Mold Breaker,Moxie,500.0,65.0,125.0,100.0,55.0,70.0,85.0,45.0,175.0,50.0,1000000
162,127,Mega Pinsir,1996,1,Normal,2,Bug,Flying,1.7,59.0,1,Aerilate,,,600.0,65.0,155.0,120.0,65.0,90.0,105.0,45.0,210.0,50.0,1250000
163,128,Tauros,1996,1,Normal,1,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490.0,75.0,100.0,95.0,40.0,70.0,110.0,45.0,172.0,100.0,1250000
164,129,Magikarp,1996,1,Normal,1,Water,,0.9,10.0,2,Swift Swim,,Rattled,200.0,20.0,10.0,55.0,15.0,20.0,80.0,255.0,40.0,50.0,1250000
165,130,Gyarados,1996,1,Normal,2,Water,Flying,6.5,235.0,2,Intimidate,,Moxie,540.0,95.0,125.0,79.0,60.0,100.0,81.0,45.0,189.0,50.0,1250000
166,130,Mega Gyarados,1996,1,Normal,2,Water,Dark,6.5,305.0,1,Mold Breaker,,,640.0,95.0,155.0,109.0,70.0,130.0,81.0,45.0,224.0,50.0,1250000
167,131,Lapras,1996,1,Normal,2,Water,Ice,2.5,220.0,3,Water Absorb,Shell Armor,Hydration,535.0,130.0,85.0,80.0,85.0,95.0,60.0,45.0,187.0,50.0,1250000
168,132,Ditto,1996,1,Normal,1,Normal,,0.3,4.0,2,Limber,,Imposter,288.0,48.0,48.0,48.0,48.0,48.0,48.0,35.0,101.0,,1250000
169,133,Eevee,1996,1,Normal,1,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325.0,55.0,55.0,50.0,45.0,65.0,55.0,45.0,65.0,87.5,1000000
170,133,Partner Eevee,1996,1,Normal,1,Normal,,0.3,6.5,1,,,Anticipation,435.0,65.0,75.0,70.0,65.0,85.0,75.0,45.0,65.0,87.5,1000000
171,134,Vaporeon,1996,1,Normal,1,Water,,1.0,29.0,2,Water Absorb,,Hydration,525.0,130.0,65.0,60.0,110.0,95.0,65.0,45.0,184.0,87.5,1000000
172,135,Jolteon,1996,1,Normal,1,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525.0,65.0,65.0,60.0,110.0,95.0,130.0,45.0,184.0,87.5,1000000
173,136,Flareon,1996,1,Normal,1,Fire,,0.9,25.0,2,Flash Fire,,Guts,525.0,65.0,130.0,60.0,95.0,110.0,65.0,45.0,184.0,87.5,1000000
174,137,Porygon,1996,1,Normal,1,Normal,,0.8,36.5,3,Trace,Download,Analytic,395.0,65.0,60.0,70.0,85.0,75.0,40.0,45.0,79.0,,1000000
175,138,Omanyte,1996,1,Normal,2,Rock,Water,0.4,7.5,3,Swift Swim,Shell Armor,Weak Armor,355.0,35.0,40.0,100.0,90.0,55.0,35.0,45.0,71.0,87.5,1000000
176,139,Omastar,1996,1,Normal,2,Rock,Water,1.0,35.0,3,Swift Swim,Shell Armor,Weak Armor,495.0,70.0,60.0,125.0,115.0,70.0,55.0,45.0,173.0,87.5,1000000
177,140,Kabuto,1996,1,Normal,2,Rock,Water,0.5,11.5,3,Swift Swim,Battle Armor,Weak Armor,355.0,30.0,80.0,90.0,55.0,45.0,55.0,45.0,71.0,87.5,1000000
178,141,Kabutops,1996,1,Normal,2,Rock,Water,1.3,40.5,3,Swift Swim,Battle Armor,Weak Armor,495.0,60.0,115.0,105.0,65.0,70.0,80.0,45.0,173.0,87.5,1000000
179,142,Aerodactyl,1996,1,Normal,2,Rock,Flying,1.8,59.0,3,Rock Head,Pressure,Unnerve,515.0,80.0,105.0,65.0,60.0,75.0,130.0,45.0,180.0,87.5,1250000
180,142,Mega Aerodactyl,1996,1,Normal,2,Rock,Flying,2.1,79.0,1,Tough Claws,,,615.0,80.0,135.0,85.0,70.0,95.0,150.0,45.0,215.0,87.5,1250000
181,143,Snorlax,1996,1,Normal,1,Normal,,2.1,460.0,3,Immunity,Thick Fat,Gluttony,540.0,160.0,110.0,65.0,65.0,110.0,30.0,25.0,189.0,87.5,1250000
182,144,Articuno,1996,1,Sub Legendary,2,Ice,Flying,1.7,55.4,2,Pressure,,Snow Cloak,580.0,90.0,85.0,100.0,95.0,125.0,85.0,3.0,261.0,,1250000
183,145,Zapdos,1996,1,Sub Legendary,2,Electric,Flying,1.6,52.6,2,Pressure,,Static,580.0,90.0,90.0,85.0,125.0,90.0,100.0,3.0,261.0,,1250000
184,146,Moltres,1996,1,Sub Legendary,2,Fire,Flying,2.0,60.0,2,Pressure,,Flame Body,580.0,90.0,100.0,90.0,125.0,85.0,90.0,3.0,261.0,,1250000
185,147,Dratini,1996,1,Normal,1,Dragon,,1.8,3.3,2,Shed Skin,,Marvel Scale,300.0,41.0,64.0,45.0,50.0,50.0,50.0,45.0,60.0,50.0,1250000
186,148,Dragonair,1996,1,Normal,1,Dragon,,4.0,16.5,2,Shed Skin,,Marvel Scale,420.0,61.0,84.0,65.0,70.0,70.0,70.0,45.0,147.0,50.0,1250000
187,149,Dragonite,1996,1,Normal,2,Dragon,Flying,2.2,210.0,2,Inner Focus,,Multiscale,600.0,91.0,134.0,95.0,100.0,100.0,80.0,45.0,270.0,50.0,1250000
188,150,Mewtwo,1996,1,Legendary,1,Psychic,,2.0,122.0,2,Pressure,,Unnerve,680.0,106.0,110.0,90.0,154.0,90.0,130.0,3.0,306.0,,1250000
189,150,Mega Mewtwo X,1996,1,Legendary,2,Psychic,Fighting,2.3,127.0,1,Steadfast,,,780.0,106.0,190.0,100.0,154.0,100.0,130.0,3.0,351.0,,1250000
190,150,Mega Mewtwo Y,1996,1,Legendary,1,Psychic,,1.5,33.0,1,Insomnia,,,780.0,106.0,150.0,70.0,194.0,120.0,140.0,3.0,351.0,,1250000
191,151,Mew,1996,1,Mythical,1,Psychic,,0.4,4.0,1,Synchronize,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,270.0,,1250000
192,152,Chikorita,1999,2,Normal,1,Grass,,0.9,6.4,2,Overgrow,,Leaf Guard,318.0,45.0,49.0,65.0,49.0,65.0,45.0,45.0,64.0,87.5,1250000
193,153,Bayleef,1999,2,Normal,1,Grass,,1.2,15.8,2,Overgrow,,Leaf Guard,405.0,60.0,62.0,80.0,63.0,80.0,60.0,45.0,142.0,87.5,1250000
194,154,Meganium,1999,2,Normal,1,Grass,,1.8,100.5,2,Overgrow,,Leaf Guard,525.0,80.0,82.0,100.0,83.0,100.0,80.0,45.0,236.0,87.5,1059860
195,155,Cyndaquil,1999,2,Normal,1,Fire,,0.5,7.9,2,Blaze,,Flash Fire,309.0,39.0,52.0,43.0,60.0,50.0,65.0,45.0,62.0,87.5,1059860
196,156,Quilava,1999,2,Normal,1,Fire,,0.9,19.0,2,Blaze,,Flash Fire,405.0,58.0,64.0,58.0,80.0,65.0,80.0,45.0,142.0,87.5,1059860
197,157,Typhlosion,1999,2,Normal,1,Fire,,1.7,79.5,2,Blaze,,Flash Fire,534.0,78.0,84.0,78.0,109.0,85.0,100.0,45.0,240.0,87.5,1059860
198,158,Totodile,1999,2,Normal,1,Water,,0.6,9.5,2,Torrent,,Sheer Force,314.0,50.0,65.0,64.0,44.0,48.0,43.0,45.0,63.0,87.5,1059860
199,159,Croconaw,1999,2,Normal,1,Water,,1.1,25.0,2,Torrent,,Sheer Force,405.0,65.0,80.0,80.0,59.0,63.0,58.0,45.0,142.0,87.5,1059860
200,160,Feraligatr,1999,2,Normal,1,Water,,2.3,88.8,2,Torrent,,Sheer Force,530.0,85.0,105.0,100.0,79.0,83.0,78.0,45.0,239.0,87.5,1059860
201,161,Sentret,1999,2,Normal,1,Normal,,0.8,6.0,3,Run Away,Keen Eye,Frisk,215.0,35.0,46.0,34.0,35.0,45.0,20.0,255.0,43.0,50.0,1059860
202,162,Furret,1999,2,Normal,1,Normal,,1.8,32.5,3,Run Away,Keen Eye,Frisk,415.0,85.0,76.0,64.0,45.0,55.0,90.0,90.0,145.0,50.0,1059860
203,163,Hoothoot,1999,2,Normal,2,Normal,Flying,0.7,21.2,3,Insomnia,Keen Eye,Tinted Lens,262.0,60.0,30.0,30.0,36.0,56.0,50.0,255.0,52.0,50.0,1059860
204,164,Noctowl,1999,2,Normal,2,Normal,Flying,1.6,40.8,3,Insomnia,Keen Eye,Tinted Lens,452.0,100.0,50.0,50.0,86.0,96.0,70.0,90.0,158.0,50.0,1000000
205,165,Ledyba,1999,2,Normal,2,Bug,Flying,1.0,10.8,3,Swarm,Early Bird,Rattled,265.0,40.0,20.0,30.0,40.0,80.0,55.0,255.0,53.0,50.0,1000000
206,166,Ledian,1999,2,Normal,2,Bug,Flying,1.4,35.6,3,Swarm,Early Bird,Iron Fist,390.0,55.0,35.0,50.0,55.0,110.0,85.0,90.0,137.0,50.0,1000000
207,167,Spinarak,1999,2,Normal,2,Bug,Poison,0.5,8.5,3,Swarm,Insomnia,Sniper,250.0,40.0,60.0,40.0,40.0,40.0,30.0,255.0,50.0,50.0,1000000
208,168,Ariados,1999,2,Normal,2,Bug,Poison,1.1,33.5,3,Swarm,Insomnia,Sniper,400.0,70.0,90.0,70.0,60.0,70.0,40.0,90.0,140.0,50.0,800000
209,169,Crobat,1999,2,Normal,2,Poison,Flying,1.8,75.0,2,Inner Focus,,Infiltrator,535.0,85.0,90.0,80.0,70.0,80.0,130.0,90.0,241.0,50.0,800000
210,170,Chinchou,1999,2,Normal,2,Water,Electric,0.5,12.0,3,Volt Absorb,Illuminate,Water Absorb,330.0,75.0,38.0,38.0,56.0,56.0,67.0,190.0,66.0,50.0,800000
211,171,Lanturn,1999,2,Normal,2,Water,Electric,1.2,22.5,3,Volt Absorb,Illuminate,Water Absorb,460.0,125.0,58.0,58.0,76.0,76.0,67.0,75.0,161.0,50.0,800000
212,172,Pichu,1999,2,Normal,1,Electric,,0.3,2.0,2,Static,,Lightning Rod,205.0,20.0,40.0,15.0,35.0,35.0,60.0,190.0,41.0,50.0,1000000
213,173,Cleffa,1999,2,Normal,1,Fairy,,0.3,3.0,3,Cute Charm,Magic Guard,Friend Guard,218.0,50.0,25.0,28.0,45.0,55.0,15.0,150.0,44.0,25.0,1250000
214,174,Igglybuff,1999,2,Normal,2,Normal,Fairy,0.3,1.0,3,Cute Charm,Competitive,Friend Guard,210.0,90.0,30.0,15.0,40.0,20.0,15.0,170.0,42.0,25.0,1250000
215,175,Togepi,1999,2,Normal,1,Fairy,,0.3,1.5,3,Hustle,Serene Grace,Super Luck,245.0,35.0,20.0,65.0,40.0,65.0,20.0,190.0,49.0,87.5,1000000
216,176,Togetic,1999,2,Normal,2,Fairy,Flying,0.6,3.2,3,Hustle,Serene Grace,Super Luck,405.0,55.0,40.0,85.0,80.0,105.0,40.0,75.0,142.0,87.5,800000
217,177,Natu,1999,2,Normal,2,Psychic,Flying,0.2,2.0,3,Synchronize,Early Bird,Magic Bounce,320.0,40.0,50.0,45.0,70.0,45.0,70.0,190.0,64.0,50.0,800000
218,178,Xatu,1999,2,Normal,2,Psychic,Flying,1.5,15.0,3,Synchronize,Early Bird,Magic Bounce,470.0,65.0,75.0,70.0,95.0,70.0,95.0,75.0,165.0,50.0,800000
219,179,Mareep,1999,2,Normal,1,Electric,,0.6,7.8,2,Static,,Plus,280.0,55.0,40.0,40.0,65.0,45.0,35.0,235.0,56.0,50.0,800000
220,180,Flaaffy,1999,2,Normal,1,Electric,,0.8,13.3,2,Static,,Plus,365.0,70.0,55.0,55.0,80.0,60.0,45.0,120.0,128.0,50.0,1000000
221,181,Ampharos,1999,2,Normal,1,Electric,,1.4,61.5,2,Static,,Plus,510.0,90.0,75.0,85.0,115.0,90.0,55.0,45.0,230.0,50.0,1000000
222,181,Mega Ampharos,1999,2,Normal,2,Electric,Dragon,1.4,61.5,1,Mold Breaker,,,610.0,90.0,95.0,105.0,165.0,110.0,45.0,45.0,275.0,50.0,1059860
223,182,Bellossom,1999,2,Normal,1,Grass,,0.4,5.8,2,Chlorophyll,,Healer,490.0,75.0,80.0,95.0,90.0,100.0,50.0,45.0,221.0,50.0,1059860
224,183,Marill,1999,2,Normal,2,Water,Fairy,0.4,8.5,3,Thick Fat,Huge Power,Sap Sipper,250.0,70.0,20.0,50.0,20.0,50.0,40.0,190.0,88.0,50.0,1059860
225,184,Azumarill,1999,2,Normal,2,Water,Fairy,0.8,28.5,3,Thick Fat,Huge Power,Sap Sipper,420.0,100.0,50.0,80.0,60.0,80.0,50.0,75.0,189.0,50.0,1059860
226,185,Sudowoodo,1999,2,Normal,1,Rock,,1.2,38.0,3,Sturdy,Rock Head,Rattled,410.0,70.0,100.0,115.0,30.0,65.0,30.0,65.0,144.0,50.0,1059860
227,186,Politoed,1999,2,Normal,1,Water,,1.1,33.9,3,Water Absorb,Damp,Drizzle,500.0,90.0,75.0,75.0,90.0,100.0,70.0,45.0,225.0,50.0,800000
228,187,Hoppip,1999,2,Normal,2,Grass,Flying,0.4,0.5,3,Chlorophyll,Leaf Guard,Infiltrator,250.0,35.0,35.0,40.0,35.0,55.0,50.0,255.0,50.0,50.0,800000
229,188,Skiploom,1999,2,Normal,2,Grass,Flying,0.6,1.0,3,Chlorophyll,Leaf Guard,Infiltrator,340.0,55.0,45.0,50.0,45.0,65.0,80.0,120.0,119.0,50.0,1000000
230,189,Jumpluff,1999,2,Normal,2,Grass,Flying,0.8,3.0,3,Chlorophyll,Leaf Guard,Infiltrator,460.0,75.0,55.0,70.0,55.0,95.0,110.0,45.0,207.0,50.0,1059860
231,190,Aipom,1999,2,Normal,1,Normal,,0.8,11.5,3,Run Away,Pickup,Skill Link,360.0,55.0,70.0,55.0,40.0,55.0,85.0,45.0,72.0,50.0,1059860
232,191,Sunkern,1999,2,Normal,1,Grass,,0.3,1.8,3,Chlorophyll,Solar Power,Early Bird,180.0,30.0,30.0,30.0,30.0,30.0,30.0,235.0,36.0,50.0,1059860
233,192,Sunflora,1999,2,Normal,1,Grass,,0.8,8.5,3,Chlorophyll,Solar Power,Early Bird,425.0,75.0,75.0,55.0,105.0,85.0,30.0,120.0,149.0,50.0,1059860
234,193,Yanma,1999,2,Normal,2,Bug,Flying,1.2,38.0,3,Speed Boost,Compound Eyes,Frisk,390.0,65.0,65.0,45.0,75.0,45.0,95.0,75.0,78.0,50.0,800000
235,194,Wooper,1999,2,Normal,2,Water,Ground,0.4,8.5,3,Damp,Water Absorb,Unaware,210.0,55.0,45.0,45.0,25.0,25.0,15.0,255.0,42.0,50.0,1059860
236,195,Quagsire,1999,2,Normal,2,Water,Ground,1.4,75.0,3,Damp,Water Absorb,Unaware,430.0,95.0,85.0,85.0,65.0,65.0,35.0,90.0,151.0,50.0,1059860
237,196,Espeon,1999,2,Normal,1,Psychic,,0.9,26.5,2,Synchronize,,Magic Bounce,525.0,65.0,65.0,60.0,130.0,95.0,110.0,45.0,184.0,87.5,1000000
238,197,Umbreon,1999,2,Normal,1,Dark,,1.0,27.0,2,Synchronize,,Inner Focus,525.0,95.0,65.0,110.0,60.0,130.0,65.0,45.0,184.0,87.5,1000000
239,198,Murkrow,1999,2,Normal,2,Dark,Flying,0.5,2.1,3,Insomnia,Super Luck,Prankster,405.0,60.0,85.0,42.0,85.0,42.0,91.0,30.0,81.0,50.0,1000000
240,199,Slowking,1999,2,Normal,2,Water,Psychic,2.0,79.5,3,Oblivious,Own Tempo,Regenerator,490.0,95.0,75.0,80.0,100.0,110.0,30.0,70.0,172.0,50.0,1000000
241,200,Misdreavus,1999,2,Normal,1,Ghost,,0.7,1.0,1,Levitate,,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,45.0,87.0,50.0,1000000
242,201,Unown,1999,2,Normal,1,Psychic,,0.5,5.0,1,Levitate,,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,225.0,118.0,,1059860
243,202,Wobbuffet,1999,2,Normal,1,Psychic,,1.3,28.5,2,Shadow Tag,,Telepathy,405.0,190.0,33.0,58.0,33.0,58.0,33.0,45.0,142.0,50.0,1000000
244,203,Girafarig,1999,2,Normal,2,Normal,Psychic,1.5,41.5,3,Inner Focus,Early Bird,Sap Sipper,455.0,70.0,80.0,65.0,90.0,65.0,85.0,60.0,159.0,50.0,1000000
245,204,Pineco,1999,2,Normal,1,Bug,,0.6,7.2,2,Sturdy,,Overcoat,290.0,50.0,65.0,90.0,35.0,35.0,15.0,190.0,58.0,50.0,800000
246,205,Forretress,1999,2,Normal,2,Bug,Steel,1.2,125.8,2,Sturdy,,Overcoat,465.0,75.0,90.0,140.0,60.0,60.0,40.0,75.0,163.0,50.0,1000000
247,206,Dunsparce,1999,2,Normal,1,Normal,,1.5,14.0,3,Serene Grace,Run Away,Rattled,415.0,100.0,70.0,70.0,65.0,65.0,45.0,190.0,145.0,50.0,1000000
248,207,Gligar,1999,2,Normal,2,Ground,Flying,1.1,64.8,3,Hyper Cutter,Sand Veil,Immunity,430.0,65.0,75.0,105.0,35.0,65.0,85.0,60.0,86.0,50.0,1000000
249,208,Steelix,1999,2,Normal,2,Steel,Ground,9.2,400.0,3,Rock Head,Sturdy,Sheer Force,510.0,75.0,85.0,200.0,55.0,65.0,30.0,25.0,179.0,50.0,1000000
250,208,Mega Steelix,1999,2,Normal,2,Steel,Ground,10.5,740.0,1,Sand Force,,,610.0,75.0,125.0,230.0,55.0,95.0,30.0,25.0,214.0,50.0,1000000
251,209,Snubbull,1999,2,Normal,1,Fairy,,0.6,7.8,3,Intimidate,Run Away,Rattled,300.0,60.0,80.0,50.0,40.0,40.0,30.0,190.0,60.0,25.0,1000000
252,210,Granbull,1999,2,Normal,1,Fairy,,1.4,48.7,3,Intimidate,Quick Feet,Rattled,450.0,90.0,120.0,75.0,60.0,60.0,45.0,75.0,158.0,25.0,1059860
253,211,Qwilfish,1999,2,Normal,2,Water,Poison,0.5,3.9,3,Poison Point,Swift Swim,Intimidate,440.0,65.0,95.0,85.0,55.0,55.0,85.0,45.0,88.0,50.0,1000000
254,212,Scizor,1999,2,Normal,2,Bug,Steel,1.8,118.0,3,Swarm,Technician,Light Metal,500.0,70.0,130.0,100.0,55.0,80.0,65.0,25.0,175.0,50.0,1000000
255,212,Mega Scizor,1999,2,Normal,2,Bug,Steel,2.0,125.0,1,Technician,,,600.0,70.0,150.0,140.0,65.0,100.0,75.0,25.0,210.0,50.0,800000
256,213,Shuckle,1999,2,Normal,2,Bug,Rock,0.6,20.5,3,Sturdy,Gluttony,Contrary,505.0,20.0,10.0,230.0,10.0,230.0,5.0,190.0,177.0,50.0,800000
257,214,Heracross,1999,2,Normal,2,Bug,Fighting,1.5,54.0,3,Swarm,Guts,Moxie,500.0,80.0,125.0,75.0,40.0,95.0,85.0,45.0,175.0,50.0,1000000
258,214,Mega Heracross,1999,2,Normal,2,Bug,Fighting,1.7,62.5,1,Skill Link,,,600.0,80.0,185.0,115.0,40.0,105.0,75.0,45.0,210.0,50.0,1000000
259,215,Sneasel,1999,2,Normal,2,Dark,Ice,0.9,28.0,3,Inner Focus,Keen Eye,Pickpocket,430.0,55.0,95.0,55.0,35.0,75.0,115.0,60.0,86.0,50.0,1000000
260,216,Teddiursa,1999,2,Normal,1,Normal,,0.6,8.8,3,Pickup,Quick Feet,Honey Gather,330.0,60.0,80.0,50.0,50.0,50.0,40.0,120.0,66.0,50.0,1059860
261,217,Ursaring,1999,2,Normal,1,Normal,,1.8,125.8,3,Guts,Quick Feet,Unnerve,500.0,90.0,130.0,75.0,75.0,75.0,55.0,60.0,175.0,50.0,1250000
262,218,Slugma,1999,2,Normal,1,Fire,,0.7,35.0,3,Magma Armor,Flame Body,Weak Armor,250.0,40.0,40.0,40.0,70.0,40.0,20.0,190.0,50.0,50.0,1250000
263,219,Magcargo,1999,2,Normal,2,Fire,Rock,0.8,55.0,3,Magma Armor,Flame Body,Weak Armor,430.0,60.0,50.0,120.0,90.0,80.0,30.0,75.0,151.0,50.0,1059860
264,220,Swinub,1999,2,Normal,2,Ice,Ground,0.4,6.5,3,Oblivious,Snow Cloak,Thick Fat,250.0,50.0,50.0,40.0,30.0,30.0,50.0,225.0,50.0,50.0,1000000
265,221,Piloswine,1999,2,Normal,2,Ice,Ground,1.1,55.8,3,Oblivious,Snow Cloak,Thick Fat,450.0,100.0,100.0,80.0,60.0,60.0,50.0,75.0,158.0,50.0,1000000
266,222,Corsola,1999,2,Normal,2,Water,Rock,0.6,5.0,3,Hustle,Natural Cure,Regenerator,410.0,65.0,55.0,95.0,65.0,95.0,35.0,60.0,144.0,25.0,1000000
267,222,Galarian Corsola,1999,2,Normal,1,Ghost,,0.6,0.5,2,Weak Armor,,Cursed Body,410.0,60.0,55.0,100.0,65.0,100.0,30.0,,,,1000000
268,223,Remoraid,1999,2,Normal,1,Water,,0.6,12.0,3,Hustle,Sniper,Moody,300.0,35.0,65.0,35.0,65.0,35.0,65.0,190.0,60.0,50.0,1250000
269,224,Octillery,1999,2,Normal,1,Water,,0.9,28.5,3,Suction Cups,Sniper,Moody,480.0,75.0,105.0,75.0,105.0,75.0,45.0,75.0,168.0,50.0,1250000
270,225,Delibird,1999,2,Normal,2,Ice,Flying,0.9,16.0,3,Vital Spirit,Hustle,Insomnia,330.0,45.0,55.0,45.0,65.0,45.0,75.0,45.0,116.0,50.0,800000
271,226,Mantine,1999,2,Normal,2,Water,Flying,2.1,220.0,3,Swift Swim,Water Absorb,Water Veil,485.0,85.0,40.0,70.0,80.0,140.0,70.0,25.0,170.0,50.0,800000
272,227,Skarmory,1999,2,Normal,2,Steel,Flying,1.7,50.5,3,Keen Eye,Sturdy,Weak Armor,465.0,65.0,80.0,140.0,40.0,70.0,70.0,25.0,163.0,50.0,1000000
273,228,Houndour,1999,2,Normal,2,Dark,Fire,0.6,10.8,3,Early Bird,Flash Fire,Unnerve,330.0,45.0,60.0,30.0,80.0,50.0,65.0,120.0,66.0,50.0,1000000
274,229,Houndoom,1999,2,Normal,2,Dark,Fire,1.4,35.0,3,Early Bird,Flash Fire,Unnerve,500.0,75.0,90.0,50.0,110.0,80.0,95.0,45.0,175.0,50.0,800000
275,229,Mega Houndoom,1999,2,Normal,2,Dark,Fire,1.9,49.5,1,Solar Power,,,600.0,75.0,90.0,90.0,140.0,90.0,115.0,45.0,210.0,50.0,1250000
276,230,Kingdra,1999,2,Normal,2,Water,Dragon,1.8,152.0,3,Swift Swim,Sniper,Damp,540.0,75.0,95.0,95.0,95.0,95.0,85.0,45.0,243.0,50.0,1250000
277,231,Phanpy,1999,2,Normal,1,Ground,,0.5,33.5,2,Pickup,,Sand Veil,330.0,90.0,60.0,60.0,40.0,40.0,40.0,120.0,66.0,50.0,1250000
278,232,Donphan,1999,2,Normal,1,Ground,,1.1,120.0,2,Sturdy,,Sand Veil,500.0,90.0,120.0,120.0,60.0,60.0,50.0,60.0,175.0,50.0,1250000
279,233,Porygon2,1999,2,Normal,1,Normal,,0.6,32.5,3,Trace,Download,Analytic,515.0,85.0,80.0,90.0,105.0,95.0,60.0,45.0,180.0,,1250000
280,234,Stantler,1999,2,Normal,1,Normal,,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,465.0,73.0,95.0,62.0,85.0,65.0,85.0,45.0,163.0,50.0,1000000
281,235,Smeargle,1999,2,Normal,1,Normal,,1.2,58.0,3,Own Tempo,Technician,Moody,250.0,55.0,20.0,35.0,20.0,45.0,75.0,45.0,88.0,50.0,1000000
